Target Distance: 100, Step Size: 5
(x,y)=(33.6477, -12.7129)
(x,y)=(32.3511, -10.0076)
(x,y)=(32.4175, -13.0068)
(x,y)=(30.1043, -11.0966)
(x,y)=(32.7803, -9.74054)
(x,y)=(33.2167, -6.77245)
(x,y)=(36.2092, -6.56019)
(x,y)=(33.6496, -8.12492)
(x,y)=(30.8844, -9.28835)
(x,y)=(30.7384, -6.29191)
(x,y)=(30.5924, -3.29546)
(x,y)=(33.4802, -2.48266)
(x,y)=(30.736, -3.69485)
(x,y)=(32.3119, -1.14214)
(x,y)=(34.988, 0.213936)
(x,y)=(37.9869, 0.134373)
(x,y)=(35.0038, 0.452335)
(x,y)=(32.1308, -0.411375)
(x,y)=(32.4884, 2.56724)
(x,y)=(29.4894, 2.48759)
(x,y)=(32.2228, 3.72403)
(x,y)=(30.5136, 1.25852)
(x,y)=(33.4967, 1.57658)
(x,y)=(34.09, 4.51731)
(x,y)=(35.505, 1.87196)
(x,y)=(37.8351, -0.017706)
(x,y)=(40.6841, 0.92198)
(x,y)=(37.6983, 0.630345)
(x,y)=(38.1085, 3.60217)
(x,y)=(37.1814, 6.45533)
(x,y)=(36.4071, 3.55698)
(x,y)=(39.3089, 4.31853)
(x,y)=(40.3363, 7.13713)
(x,y)=(39.9524, 4.16179)
(x,y)=(41.6616, 1.69634)
(x,y)=(44.6352, 1.29928)
(x,y)=(43.1969, 3.93201)
(x,y)=(41.2765, 1.62724)
(x,y)=(42.1021, -1.25693)
(x,y)=(39.7227, 0.570206)
(x,y)=(37.606, 2.69618)
(x,y)=(34.9181, 1.36385)
(x,y)=(36.1181, -1.38568)
(x,y)=(33.18, -0.779322)
(x,y)=(31.9801, -3.52889)
(x,y)=(34.8606, -4.36713)
(x,y)=(37.594, -3.13069)
(x,y)=(37.6603, -6.12996)
(x,y)=(40.4151, -4.9421)
(x,y)=(42.4746, -7.12353)
(x,y)=(45.1969, -5.86303)
(x,y)=(43.5984, -8.40169)
(x,y)=(46.5909, -8.18943)
(x,y)=(45.1994, -5.53166)
(x,y)=(45.027, -8.5267)
(x,y)=(43.6592, -11.1967)
(x,y)=(40.8361, -12.2117)
(x,y)=(40.4522, -15.1871)
(x,y)=(43.2569, -16.2518)
(x,y)=(46.2551, -16.1456)
(x,y)=(48.3904, -18.2528)
The .Test: After 885 steps, the subject has the following locations:
(x,y)=(48.3904, -18.2528)
 or
(m,a) = (51.7184, -0.360696)
Average outward distance per step = 0.0584389
(x,y)=(-2.48793, -1.67637)
(x,y)=(-5.22132, -0.440012)
(x,y)=(-2.42619, 0.649587)
(x,y)=(0.43108, -0.264759)
(x,y)=(1.65533, 2.47408)
(x,y)=(3.53473, 0.135735)
(x,y)=(5.41413, -2.20261)
(x,y)=(8.22812, -1.16266)
(x,y)=(11.2112, -0.844606)
(x,y)=(12.4113, -3.59413)
(x,y)=(15.3439, -4.22648)
(x,y)=(13.0138, -6.11621)
(x,y)=(12.6562, -3.1376)
(x,y)=(11.2884, -5.80763)
(x,y)=(12.5848, -3.10223)
(x,y)=(14.4848, -0.780556)
(x,y)=(14.0745, 2.19125)
(x,y)=(14.7716, 5.10914)
(x,y)=(16.1157, 7.79117)
(x,y)=(18.7548, 6.3646)
(x,y)=(19.296, 9.31538)
(x,y)=(17.3351, 7.04498)
(x,y)=(17.9545, 4.10962)
(x,y)=(20.1988, 2.11879)
(x,y)=(17.6673, 0.508995)
(x,y)=(15.9147, -1.92587)
(x,y)=(18.211, -3.85648)
(x,y)=(17.8533, -0.877875)
(x,y)=(15.3218, -2.48767)
(x,y)=(18.3161, -2.67334)
(x,y)=(20.7274, -0.888543)
(x,y)=(20.1861, 2.06222)
(x,y)=(21.8292, 4.57224)
(x,y)=(19.6753, 6.66041)
(x,y)=(16.681, 6.47465)
(x,y)=(15.3368, 9.15664)
(x,y)=(12.3373, 9.20966)
(x,y)=(14.3773, 11.4093)
(x,y)=(12.9624, 8.76389)
(x,y)=(9.96285, 8.81691)
(x,y)=(9.39555, 5.87103)
(x,y)=(11.8685, 7.56936)
(x,y)=(13.8495, 5.3164)
(x,y)=(16.5134, 3.93677)
(x,y)=(19.2246, 2.6523)
(x,y)=(18.1971, 5.47086)
(x,y)=(20.8105, 3.99779)
(x,y)=(18.5315, 5.94866)
(x,y)=(20.4722, 8.23633)
(x,y)=(17.5773, 7.44912)
(x,y)=(15.6569, 5.14436)
(x,y)=(18.6474, 4.90571)
(x,y)=(17.645, 2.07814)
(x,y)=(16.3485, 4.7835)
(x,y)=(18.8657, 3.15152)
(x,y)=(20.5311, 0.656191)
(x,y)=(23.5253, 0.47052)
(x,y)=(20.7022, -0.54448)
(x,y)=(17.7221, -0.888924)
(x,y)=(20.6238, -0.127367)
(x,y)=(22.3764, -2.56218)
(x,y)=(24.7231, -0.69314)
(x,y)=(27.3233, 0.803078)
(x,y)=(28.1996, 3.67223)
(x,y)=(25.4242, 4.81106)
(x,y)=(24.7788, 7.74081)
(x,y)=(23.0478, 10.191)
(x,y)=(23.2733, 7.19952)
(x,y)=(25.5695, 5.26891)
(x,y)=(25.8743, 8.25339)
(x,y)=(23.7956, 10.4165)
(x,y)=(21.5691, 12.4271)
(x,y)=(19.9259, 14.9371)
(x,y)=(18.0466, 12.5987)
(x,y)=(16.1057, 14.8863)
(x,y)=(15.5644, 17.8371)
(x,y)=(18.4662, 18.5986)
(x,y)=(16.2756, 20.6483)
(x,y)=(18.4661, 22.6981)
(x,y)=(16.5457, 20.3934)
(x,y)=(18.0534, 17.7998)
(x,y)=(20.9024, 18.7394)
(x,y)=(23.8041, 19.501)
(x,y)=(20.9093, 18.7138)
(x,y)=(19.244, 16.2184)
(x,y)=(20.3705, 18.9989)
(x,y)=(17.6945, 20.3549)
(x,y)=(18.7964, 17.5646)
(x,y)=(19.4159, 14.6292)
(x,y)=(17.435, 12.3762)
(x,y)=(19.8621, 10.6129)
(x,y)=(17.4827, 12.44)
(x,y)=(17.2307, 15.4294)
(x,y)=(15.2103, 13.2118)
(x,y)=(16.718, 10.6182)
(x,y)=(14.388, 8.72849)
(x,y)=(16.6842, 6.79787)
(x,y)=(18.1919, 4.20426)
(x,y)=(16.5046, 6.68475)
(x,y)=(14.7092, 4.28129)
(x,y)=(16.2851, 6.834)
(x,y)=(18.5814, 4.90339)
(x,y)=(19.2267, 7.83316)
(x,y)=(19.1338, 10.8317)
(x,y)=(16.1905, 10.2513)
(x,y)=(18.7907, 11.7475)
(x,y)=(21.6637, 10.8839)
(x,y)=(23.2171, 8.31738)
(x,y)=(22.5199, 11.2353)
(x,y)=(25.3929, 10.3716)
(x,y)=(24.5675, 7.48744)
(x,y)=(24.7664, 10.4808)
(x,y)=(24.488, 7.49377)
(x,y)=(26.2621, 9.91303)
(x,y)=(26.7772, 6.95759)
(x,y)=(29.3369, 5.39294)
(x,y)=(32.3171, 5.04858)
(x,y)=(33.2693, 2.20374)
(x,y)=(30.3676, 2.96521)
(x,y)=(32.4842, 5.09125)
(x,y)=(29.7731, 3.8067)
(x,y)=(31.8897, 5.93274)
(x,y)=(33.6423, 3.49793)
(x,y)=(35.6032, 5.7684)
(x,y)=(38.4263, 4.75348)
(x,y)=(36.7171, 2.28798)
(x,y)=(35.3968, -0.405847)
(x,y)=(37.1277, 2.04443)
(x,y)=(38.9654, -0.326811)
(x,y)=(37.8635, -3.11713)
(x,y)=(38.2738, -0.145307)
(x,y)=(41.2399, 0.304325)
(x,y)=(39.259, -1.9487)
(x,y)=(41.2597, 0.286703)
(x,y)=(38.6728, -1.23247)
(x,y)=(41.036, -3.08059)
(x,y)=(40.9961, -0.0808577)
(x,y)=(43.9171, -0.765014)
(x,y)=(41.1947, 0.495405)
(x,y)=(42.9687, 2.91466)
(x,y)=(40.1933, 4.05348)
(x,y)=(39.2159, 6.88979)
(x,y)=(39.3087, 9.88835)
(x,y)=(42.2707, 9.41257)
(x,y)=(44.1912, 7.10787)
(x,y)=(43.4684, 4.19626)
(x,y)=(41.5683, 6.51788)
(x,y)=(43.777, 4.48763)
(x,y)=(45.0253, 7.21556)
(x,y)=(47.1607, 5.1084)
(x,y)=(46.5153, 8.03815)
(x,y)=(46.3163, 11.0315)
(x,y)=(47.6367, 8.33776)
(x,y)=(50.2101, 9.87977)
The .Test: After 154 steps, the subject has the following locations:
(x,y)=(50.2101, 9.87977)
 or
(m,a) = (51.1729, 0.194287)
Average outward distance per step = 0.332291
(x,y)=(-1.57604, 2.55266)
(x,y)=(-3.24131, 0.0572886)
(x,y)=(-4.8845, 2.56726)
(x,y)=(-6.80493, 0.262492)
(x,y)=(-7.31999, -2.69296)
(x,y)=(-5.02375, -4.62358)
(x,y)=(-2.79729, -2.61289)
(x,y)=(-5.11053, -0.702676)
(x,y)=(-7.44053, -2.59241)
(x,y)=(-10.4395, -2.67206)
(x,y)=(-12.7862, -0.803097)
(x,y)=(-15.7482, -1.27897)
(x,y)=(-13.1612, -2.79806)
(x,y)=(-10.3122, -1.85838)
(x,y)=(-13.2, -1.04566)
(x,y)=(-11.3206, -3.384)
(x,y)=(-13.5112, -1.33428)
(x,y)=(-16.3917, -2.17261)
(x,y)=(-18.271, -4.51101)
(x,y)=(-15.2711, -4.53748)
(x,y)=(-12.3833, -3.72467)
(x,y)=(-9.972, -1.93987)
(x,y)=(-12.4599, -3.61624)
(x,y)=(-15.0333, -2.07431)
(x,y)=(-15.4436, 0.897505)
(x,y)=(-15.9849, 3.84827)
(x,y)=(-16.2633, 0.861207)
(x,y)=(-14.1846, 3.02438)
(x,y)=(-11.8884, 1.09377)
(x,y)=(-14.8865, 1.19987)
(x,y)=(-17.6719, 0.0855765)
(x,y)=(-15.3253, 1.95461)
(x,y)=(-12.7796, 3.54194)
(x,y)=(-13.8319, 0.732552)
(x,y)=(-10.8414, 0.493906)
(x,y)=(-13.6554, 1.53377)
(x,y)=(-13.6157, 4.53351)
(x,y)=(-15.8599, 2.54261)
(x,y)=(-18.0322, 0.473511)
(x,y)=(-17.6219, 3.44533)
(x,y)=(-15.4314, 5.49512)
(x,y)=(-12.4314, 5.49512)
(x,y)=(-9.76748, 4.11549)
(x,y)=(-12.2554, 2.43912)
(x,y)=(-9.3824, 1.5755)
(x,y)=(-6.5777, 0.510767)
(x,y)=(-7.17114, 3.45149)
(x,y)=(-4.51955, 4.85472)
(x,y)=(-6.14038, 2.33026)
(x,y)=(-4.70215, 4.96303)
(x,y)=(-2.78164, 2.65832)
(x,y)=(-0.323726, 0.938252)
(x,y)=(0.321589, 3.86802)
(x,y)=(-2.56623, 4.68074)
(x,y)=(-2.79164, 1.68922)
(x,y)=(-4.56575, 4.10842)
(x,y)=(-1.59214, 3.71137)
(x,y)=(-2.13343, 6.66213)
(x,y)=(-4.3776, 4.67123)
(x,y)=(-2.4982, 2.33289)
(x,y)=(-5.02971, 0.723093)
(x,y)=(-2.69965, -1.16657)
(x,y)=(-3.26695, -4.11244)
(x,y)=(-1.75924, -6.70605)
(x,y)=(-3.4466, -4.22557)
(x,y)=(-4.54848, -7.01589)
(x,y)=(-6.56893, -9.23349)
(x,y)=(-8.77751, -11.2638)
(x,y)=(-9.95316, -8.50376)
(x,y)=(-12.2999, -6.6348)
(x,y)=(-11.0515, -3.90687)
(x,y)=(-9.92497, -1.12641)
(x,y)=(-10.5184, 1.81431)
(x,y)=(-10.8233, 4.79878)
(x,y)=(-8.35026, 6.4971)
(x,y)=(-10.6635, 8.40732)
(x,y)=(-7.70147, 7.93154)
(x,y)=(-5.14181, 6.36689)
(x,y)=(-7.82972, 5.03455)
(x,y)=(-9.66737, 2.66325)
(x,y)=(-12.0787, 4.44797)
(x,y)=(-13.0309, 1.6031)
(x,y)=(-16.0308, 1.57654)
(x,y)=(-14.2142, 3.96402)
(x,y)=(-12.2937, 1.65931)
(x,y)=(-9.52849, 0.495966)
(x,y)=(-6.53037, 0.602161)
(x,y)=(-3.72567, -0.46257)
(x,y)=(-1.33018, -2.26857)
(x,y)=(-1.10468, -5.26008)
(x,y)=(-1.01185, -2.26152)
(x,y)=(0.94915, -4.53187)
(x,y)=(-1.67723, -3.08199)
(x,y)=(-1.50472, -6.07703)
(x,y)=(-0.452329, -8.88638)
(x,y)=(-3.36711, -8.1764)
(x,y)=(-2.28997, -5.37644)
(x,y)=(-5.28892, -5.45609)
(x,y)=(-4.48899, -2.5647)
(x,y)=(-1.49849, -2.80335)
(x,y)=(1.34214, -3.76813)
(x,y)=(2.94072, -6.30675)
(x,y)=(5.80594, -5.41764)
(x,y)=(2.86785, -4.81128)
(x,y)=(5.60121, -3.57484)
(x,y)=(4.98185, -6.51021)
(x,y)=(2.47913, -4.85601)
(x,y)=(1.55206, -2.00284)
(x,y)=(1.88331, -4.9845)
(x,y)=(0.683357, -7.73406)
(x,y)=(1.09357, -4.76224)
(x,y)=(4.05968, -4.31261)
(x,y)=(1.79792, -2.34172)
(x,y)=(1.51959, -5.32878)
(x,y)=(2.11294, -2.38804)
(x,y)=(-0.0776426, -0.338322)
(x,y)=(-2.95813, -1.17666)
(x,y)=(-2.57415, -4.15198)
(x,y)=(-0.998181, -1.59927)
(x,y)=(0.226065, 1.13957)
(x,y)=(-2.40031, 2.58944)
(x,y)=(-3.30201, -0.271844)
(x,y)=(-3.8693, -3.21772)
(x,y)=(-2.01074, -0.862777)
(x,y)=(-3.08796, 1.93715)
(x,y)=(-4.81897, 4.38738)
(x,y)=(-6.83942, 2.16978)
(x,y)=(-9.03, 4.2195)
(x,y)=(-10.761, 6.66972)
(x,y)=(-12.5136, 4.23486)
(x,y)=(-12.8712, 7.21347)
(x,y)=(-15.7729, 7.97494)
(x,y)=(-15.2578, 5.0195)
(x,y)=(-16.1595, 2.15821)
(x,y)=(-14.911, -0.56964)
(x,y)=(-14.4221, 2.39026)
(x,y)=(-17.1873, 1.22683)
(x,y)=(-17.9873, 4.11819)
(x,y)=(-20.9021, 4.82818)
(x,y)=(-23.6132, 3.54363)
(x,y)=(-26.2892, 4.89962)
(x,y)=(-28.8761, 3.38045)
(x,y)=(-29.1281, 6.36985)
(x,y)=(-30.0045, 9.23898)
(x,y)=(-32.9745, 9.66234)
(x,y)=(-31.3092, 7.16701)
(x,y)=(-34.0533, 5.95482)
(x,y)=(-33.2024, 3.07804)
(x,y)=(-32.4537, 5.98314)
(x,y)=(-29.9958, 4.26307)
(x,y)=(-32.9619, 4.71261)
(x,y)=(-35.3414, 6.53974)
(x,y)=(-32.5559, 5.42553)
(x,y)=(-35.4132, 4.5111)
(x,y)=(-38.4113, 4.6172)
(x,y)=(-39.0307, 1.68183)
(x,y)=(-36.6036, -0.081481)
(x,y)=(-34.7659, -2.45273)
(x,y)=(-32.4027, -4.30085)
(x,y)=(-32.4956, -1.30229)
(x,y)=(-32.7211, -4.29381)
(x,y)=(-35.1165, -6.09988)
(x,y)=(-32.5295, -7.61897)
(x,y)=(-31.4524, -4.81901)
(x,y)=(-29.0569, -6.62501)
(x,y)=(-26.2429, -5.58506)
(x,y)=(-25.7802, -8.54916)
(x,y)=(-27.8968, -6.42318)
(x,y)=(-27.2255, -9.34711)
(x,y)=(-29.7989, -7.80517)
(x,y)=(-30.1566, -4.82657)
(x,y)=(-33.1523, -4.6674)
(x,y)=(-35.7526, -3.17127)
(x,y)=(-37.9792, -1.16064)
(x,y)=(-40.9275, -0.606388)
(x,y)=(-38.8109, 1.51965)
(x,y)=(-40.6903, -0.818745)
(x,y)=(-37.8172, -1.68237)
(x,y)=(-35.073, -2.89448)
(x,y)=(-37.4361, -4.74267)
(x,y)=(-38.1073, -7.66662)
(x,y)=(-35.374, -6.43018)
(x,y)=(-32.375, -6.50975)
(x,y)=(-35.1084, -5.27339)
(x,y)=(-33.9819, -2.49293)
(x,y)=(-30.9894, -2.28068)
(x,y)=(-29.11, -4.61902)
(x,y)=(-28.9905, -7.61664)
(x,y)=(-31.7857, -6.52713)
(x,y)=(-29.6503, -8.63428)
(x,y)=(-26.6508, -8.58118)
(x,y)=(-24.5342, -6.45514)
(x,y)=(-26.9296, -8.26121)
(x,y)=(-25.2424, -5.78067)
(x,y)=(-23.4469, -8.18408)
(x,y)=(-25.3469, -5.86246)
(x,y)=(-23.3861, -3.59199)
(x,y)=(-25.4065, -5.8096)
(x,y)=(-25.4464, -2.80986)
(x,y)=(-25.8302, -5.7852)
(x,y)=(-26.2141, -8.76054)
(x,y)=(-29.1911, -8.38982)
(x,y)=(-29.4166, -11.3813)
(x,y)=(-27.3571, -13.5628)
(x,y)=(-29.944, -15.0819)
(x,y)=(-32.1882, -17.0728)
(x,y)=(-34.5836, -18.8789)
(x,y)=(-31.6005, -18.5609)
(x,y)=(-30.2326, -21.2308)
(x,y)=(-31.9418, -23.6964)
(x,y)=(-34.9417, -23.7229)
(x,y)=(-32.1663, -22.584)
(x,y)=(-29.6206, -20.9967)
(x,y)=(-28.6181, -23.8242)
(x,y)=(-25.6181, -23.8242)
(x,y)=(-28.5265, -24.5601)
(x,y)=(-30.0112, -21.9532)
(x,y)=(-32.9773, -21.5037)
(x,y)=(-32.964, -24.5036)
(x,y)=(-33.7895, -27.3878)
(x,y)=(-36.5649, -26.249)
(x,y)=(-39.5311, -25.7995)
(x,y)=(-42.3541, -26.8145)
The .Test: After 223 steps, the subject has the following locations:
(x,y)=(-42.3541, -26.8145)
 or
(m,a) = (50.1287, -2.57719)
Average outward distance per step = 0.224792
(x,y)=(-1.85863, 2.35489)
(x,y)=(-4.37585, 0.722822)
(x,y)=(-7.00223, 2.1727)
(x,y)=(-5.6818, -0.521087)
(x,y)=(-2.97068, -1.80555)
(x,y)=(-5.71487, -3.01775)
(x,y)=(-8.11031, -4.82382)
(x,y)=(-10.8327, -3.5634)
(x,y)=(-8.79268, -1.36377)
(x,y)=(-5.82657, -0.914137)
(x,y)=(-4.11732, -3.37959)
(x,y)=(-6.63453, -5.01165)
(x,y)=(-4.0082, -3.5617)
(x,y)=(-1.64505, -5.40982)
(x,y)=(-3.05993, -8.05522)
(x,y)=(-0.408339, -6.65198)
(x,y)=(2.52426, -7.28433)
(x,y)=(1.57206, -10.1292)
(x,y)=(2.24337, -13.0531)
(x,y)=(5.16432, -13.7373)
(x,y)=(4.01322, -16.5077)
(x,y)=(6.66481, -15.1044)
(x,y)=(9.65531, -15.3431)
(x,y)=(6.76749, -14.5304)
(x,y)=(9.75058, -14.2123)
(x,y)=(12.1619, -12.4275)
(x,y)=(12.8849, -15.3391)
(x,y)=(10.8644, -17.5567)
(x,y)=(13.7593, -18.3438)
(x,y)=(10.7593, -18.3439)
(x,y)=(9.60822, -21.1143)
(x,y)=(11.4459, -23.4855)
(x,y)=(11.062, -26.4609)
(x,y)=(13.4414, -24.6337)
(x,y)=(15.8208, -22.8065)
(x,y)=(15.3057, -25.7619)
(x,y)=(16.2075, -28.6232)
(x,y)=(14.3488, -26.2683)
(x,y)=(17.3319, -25.9502)
(x,y)=(15.1413, -23.9005)
(x,y)=(16.0683, -21.0473)
(x,y)=(13.5226, -19.4601)
(x,y)=(10.5256, -19.5928)
(x,y)=(13.4061, -20.431)
(x,y)=(16.2292, -21.446)
(x,y)=(18.9052, -20.0899)
(x,y)=(17.2844, -22.6143)
(x,y)=(14.7816, -20.9601)
(x,y)=(12.5551, -18.9495)
(x,y)=(15.2993, -20.1616)
(x,y)=(16.4013, -22.9519)
(x,y)=(19.3222, -23.6361)
(x,y)=(17.0781, -25.627)
(x,y)=(14.1249, -26.1552)
(x,y)=(12.1241, -23.9199)
(x,y)=(11.1719, -26.7647)
(x,y)=(14.1662, -26.9504)
(x,y)=(15.8093, -24.4404)
(x,y)=(18.312, -22.7861)
(x,y)=(16.0158, -24.7168)
(x,y)=(17.8952, -27.0551)
(x,y)=(16.7195, -24.2951)
(x,y)=(16.5205, -21.3017)
(x,y)=(16.7724, -18.3123)
(x,y)=(14.361, -16.5276)
(x,y)=(11.5756, -17.6419)
(x,y)=(11.7481, -20.6369)
(x,y)=(13.5436, -23.0403)
(x,y)=(11.0705, -21.3421)
(x,y)=(13.7466, -19.986)
(x,y)=(16.7324, -20.2775)
(x,y)=(13.7747, -19.7755)
(x,y)=(16.0537, -17.8246)
(x,y)=(17.2537, -20.5741)
(x,y)=(16.4794, -23.4725)
(x,y)=(18.6518, -25.5415)
(x,y)=(18.0324, -28.4769)
(x,y)=(17.1815, -31.3537)
(x,y)=(20.1346, -31.8818)
(x,y)=(19.6196, -34.8373)
(x,y)=(21.5195, -32.5156)
(x,y)=(21.1619, -29.537)
(x,y)=(24.0271, -28.6479)
(x,y)=(25.2997, -31.3646)
(x,y)=(26.5961, -28.6592)
(x,y)=(29.5622, -28.2096)
(x,y)=(31.1831, -25.6852)
(x,y)=(28.6516, -27.295)
(x,y)=(28.6118, -24.2952)
(x,y)=(28.5189, -21.2967)
(x,y)=(29.9571, -18.6639)
(x,y)=(27.6609, -20.5946)
(x,y)=(25.4344, -18.584)
(x,y)=(28.3725, -17.9775)
(x,y)=(26.4931, -20.3159)
(x,y)=(24.4337, -22.4974)
(x,y)=(23.5573, -19.6283)
(x,y)=(25.5973, -17.4287)
(x,y)=(24.044, -19.9952)
(x,y)=(21.5561, -21.6716)
(x,y)=(19.0534, -20.0174)
(x,y)=(16.1516, -19.2559)
(x,y)=(15.4544, -16.338)
(x,y)=(15.5473, -13.3395)
(x,y)=(12.9739, -11.7975)
(x,y)=(14.2222, -9.06961)
(x,y)=(16.4309, -11.0999)
(x,y)=(14.7656, -13.5952)
(x,y)=(16.6242, -11.2403)
(x,y)=(14.5455, -9.07718)
(x,y)=(17.3861, -10.042)
(x,y)=(16.5097, -7.17283)
(x,y)=(16.3637, -4.17639)
(x,y)=(13.7246, -5.60304)
(x,y)=(11.0607, -6.98275)
(x,y)=(11.4183, -4.00413)
(x,y)=(10.1217, -1.29877)
(x,y)=(12.418, -3.22938)
(x,y)=(13.7859, -5.89937)
(x,y)=(16.7858, -5.92583)
(x,y)=(13.9811, -6.99064)
(x,y)=(11.9024, -4.82753)
(x,y)=(13.387, -2.22063)
(x,y)=(11.7438, 0.289332)
(x,y)=(8.82907, 0.999317)
(x,y)=(10.45, 3.52373)
(x,y)=(12.1373, 6.00427)
(x,y)=(14.9604, 4.98935)
(x,y)=(11.9834, 5.36007)
(x,y)=(9.90468, 7.52318)
(x,y)=(11.0312, 10.3036)
(x,y)=(9.63972, 12.9614)
(x,y)=(7.52306, 15.0874)
(x,y)=(6.54563, 17.9237)
(x,y)=(4.687, 20.2786)
(x,y)=(4.93888, 23.268)
(x,y)=(4.95216, 20.268)
(x,y)=(6.20052, 22.9959)
(x,y)=(6.2669, 19.9967)
(x,y)=(8.63004, 18.1486)
(x,y)=(5.63192, 18.2547)
(x,y)=(4.8319, 21.146)
(x,y)=(6.31652, 23.7529)
(x,y)=(6.30333, 20.753)
(x,y)=(6.15734, 23.7494)
(x,y)=(7.97392, 26.1369)
(x,y)=(10.1826, 24.1066)
(x,y)=(12.8822, 25.4151)
(x,y)=(10.1067, 26.5539)
(x,y)=(8.48574, 29.0783)
(x,y)=(9.41272, 31.9315)
(x,y)=(12.4127, 31.9315)
(x,y)=(12.2137, 34.9249)
(x,y)=(15.1518, 35.5313)
(x,y)=(14.8734, 32.5443)
(x,y)=(17.6781, 31.4795)
(x,y)=(16.8781, 34.3709)
(x,y)=(19.2082, 32.4812)
(x,y)=(17.2273, 30.2282)
(x,y)=(15.8358, 32.886)
(x,y)=(14.0404, 30.4825)
(x,y)=(11.8139, 32.4932)
(x,y)=(10.4697, 35.1752)
(x,y)=(13.4023, 34.5428)
(x,y)=(13.5218, 31.5452)
(x,y)=(11.2776, 29.5543)
(x,y)=(10.8411, 32.5224)
(x,y)=(11.8184, 35.3587)
(x,y)=(10.6185, 32.6091)
(x,y)=(8.84436, 35.0283)
(x,y)=(5.85012, 34.8426)
(x,y)=(5.1789, 31.9186)
(x,y)=(4.58546, 34.8593)
(x,y)=(7.23705, 36.2626)
(x,y)=(9.23779, 38.498)
(x,y)=(12.1998, 38.0222)
(x,y)=(11.6325, 35.0763)
(x,y)=(9.71209, 32.7716)
(x,y)=(7.73121, 30.5185)
(x,y)=(4.77808, 29.9903)
(x,y)=(2.1517, 31.4402)
(x,y)=(4.0722, 29.1355)
(x,y)=(4.56109, 32.0954)
(x,y)=(1.86145, 33.4038)
(x,y)=(-0.903771, 32.2404)
(x,y)=(-3.89801, 32.0546)
(x,y)=(-3.4878, 35.0264)
(x,y)=(-0.630536, 34.1121)
(x,y)=(-2.22904, 31.5734)
(x,y)=(0.751136, 31.2291)
(x,y)=(-2.12184, 30.3654)
(x,y)=(-2.81901, 33.2832)
(x,y)=(-0.759548, 31.1018)
(x,y)=(-3.12264, 29.2536)
(x,y)=(-0.695553, 27.4903)
(x,y)=(0.76601, 24.8704)
(x,y)=(-2.20012, 25.3199)
(x,y)=(-1.89536, 28.3044)
(x,y)=(-4.79023, 27.5172)
(x,y)=(-2.47705, 29.4275)
(x,y)=(-1.44965, 32.2461)
(x,y)=(-4.14929, 33.5545)
(x,y)=(-6.16975, 31.3369)
(x,y)=(-6.50091, 28.3552)
(x,y)=(-3.81296, 27.023)
(x,y)=(-1.62243, 29.0728)
(x,y)=(-4.36663, 27.8606)
(x,y)=(-2.57117, 25.4572)
(x,y)=(-2.10842, 22.4931)
(x,y)=(-3.38087, 19.7763)
(x,y)=(-2.76143, 16.8409)
(x,y)=(-2.45667, 19.8254)
(x,y)=(-4.16585, 17.3599)
(x,y)=(-5.67348, 14.7663)
(x,y)=(-5.89889, 11.7747)
(x,y)=(-4.36836, 14.3549)
(x,y)=(-7.36648, 14.4611)
(x,y)=(-7.1146, 17.4505)
(x,y)=(-10.0977, 17.7684)
(x,y)=(-8.32367, 20.1877)
(x,y)=(-5.41529, 19.4519)
(x,y)=(-8.05435, 18.0253)
(x,y)=(-9.35089, 20.7306)
(x,y)=(-6.45599, 19.9435)
(x,y)=(-6.46918, 16.9435)
(x,y)=(-9.01489, 18.5308)
(x,y)=(-7.76637, 15.8029)
(x,y)=(-5.9078, 18.1579)
(x,y)=(-8.8814, 17.7607)
(x,y)=(-8.57664, 20.7452)
(x,y)=(-6.97807, 18.2066)
(x,y)=(-3.99227, 17.9151)
(x,y)=(-6.84133, 18.8547)
(x,y)=(-8.20916, 16.1846)
(x,y)=(-10.5722, 14.3364)
(x,y)=(-10.3733, 17.3298)
(x,y)=(-8.14686, 19.3405)
(x,y)=(-7.8421, 22.325)
(x,y)=(-9.37271, 24.9052)
(x,y)=(-8.39537, 27.7415)
(x,y)=(-5.70742, 26.4092)
(x,y)=(-8.70636, 26.3296)
(x,y)=(-11.7064, 26.3295)
(x,y)=(-10.1078, 23.7909)
(x,y)=(-8.88354, 26.5297)
(x,y)=(-10.275, 29.1875)
(x,y)=(-9.09945, 31.9476)
(x,y)=(-11.4461, 33.8165)
(x,y)=(-8.57314, 32.9529)
(x,y)=(-11.5702, 32.8202)
(x,y)=(-14.1298, 31.2555)
(x,y)=(-14.9298, 34.1468)
(x,y)=(-16.9892, 31.9653)
(x,y)=(-18.2858, 34.6707)
(x,y)=(-15.7124, 36.2127)
(x,y)=(-13.3992, 38.123)
(x,y)=(-10.6138, 37.0088)
(x,y)=(-9.5864, 39.8274)
(x,y)=(-6.73737, 40.7671)
(x,y)=(-9.6905, 40.2388)
(x,y)=(-10.3099, 37.3035)
(x,y)=(-12.606, 35.3728)
(x,y)=(-11.5041, 32.5825)
(x,y)=(-10.5771, 35.4357)
(x,y)=(-7.58462, 35.6479)
(x,y)=(-10.4077, 34.6329)
(x,y)=(-12.7544, 36.5019)
(x,y)=(-10.5102, 34.5111)
(x,y)=(-7.66952, 33.5463)
(x,y)=(-10.1426, 35.2445)
(x,y)=(-9.01604, 38.025)
(x,y)=(-11.9486, 37.3926)
